subtask_id,period_ms,core,priority,latency_us
1,1,0,80,1.591
1,1,0,80,45.449
1,1,0,80,7.626
1,1,0,80,10.703
1,1,0,80,7.195
1,1,0,80,7.659
1,1,0,80,6.838
1,1,0,80,7.835
1,1,0,80,10.084
1,1,0,80,6.888
1,1,0,80,6.736
1,1,0,80,27.873
1,1,0,80,6.982
1,1,0,80,8.141
1,1,0,80,7.984
1,1,0,80,7.245
1,1,0,80,108.990
1,1,0,80,25.451
1,1,0,80,8.856
1,1,0,80,10.077
1,1,0,80,8.472
1,1,0,80,7.413
1,1,0,80,7.171
1,1,0,80,44.991
1,1,0,80,4.549
1,1,0,80,7.240
1,1,0,80,7.592
1,1,0,80,8.121
1,1,0,80,5.588
1,1,0,80,11.839
1,1,0,80,8.968
1,1,0,80,8.913
1,1,0,80,41.712
1,1,0,80,7.000
1,1,0,80,9.075
1,1,0,80,8.801
1,1,0,80,6.919
1,1,0,80,7.000
1,1,0,80,6.866
1,1,0,80,12.644
1,1,0,80,7.633
1,1,0,80,7.133
1,1,0,80,7.074
1,1,0,80,6.911
1,1,0,80,7.589
1,1,0,80,7.763
1,1,0,80,7.383
1,1,0,80,66.903
1,1,0,80,7.056
1,1,0,80,7.003
1,1,0,80,6.910
1,1,0,80,7.092
1,1,0,80,9.159
1,1,0,80,9.772
1,1,0,80,6.879
1,1,0,80,6.867
1,1,0,80,6.909
1,1,0,80,8.797
1,1,0,80,7.120
1,1,0,80,13.968
1,1,0,80,7.428
1,1,0,80,7.296
1,1,0,80,6.959
1,1,0,80,7.011
1,1,0,80,8.686
1,1,0,80,9.339
1,1,0,80,6.872
1,1,0,80,6.911
1,1,0,80,6.893
1,1,0,80,7.026
1,1,0,80,7.095
1,1,0,80,39.442
1,1,0,80,6.986
1,1,0,80,7.282
1,1,0,80,7.420
1,1,0,80,9.079
1,1,0,80,7.348
1,1,0,80,9.757
1,1,0,80,7.936
1,1,0,80,6.901
1,1,0,80,6.994
1,1,0,80,7.326
1,1,0,80,6.916
1,1,0,80,14.942
1,1,0,80,6.878
1,1,0,80,7.156
1,1,0,80,7.037
1,1,0,80,7.193
1,1,0,80,6.741
1,1,0,80,9.844
1,1,0,80,12.755
1,1,0,80,7.889
1,1,0,80,7.755
1,1,0,80,7.672
1,1,0,80,9.343
1,1,0,80,81.122
1,1,0,80,11.288
1,1,0,80,8.870
1,1,0,80,7.938
1,1,0,80,13.341
1,1,0,80,7.555
1,1,0,80,11.887
1,1,0,80,7.471
1,1,0,80,7.408
1,1,0,80,7.105
1,1,0,80,6.995
1,1,0,80,7.399
1,1,0,80,14.685
1,1,0,80,7.250
1,1,0,80,7.697
1,1,0,80,7.142
1,1,0,80,8.652
1,1,0,80,7.019
1,1,0,80,9.182
1,1,0,80,7.072
1,1,0,80,7.094
1,1,0,80,7.171
1,1,0,80,6.994
1,1,0,80,7.117
1,1,0,80,22.825
1,1,0,80,7.003
1,1,0,80,7.288
1,1,0,80,7.006
1,1,0,80,7.027
1,1,0,80,7.871
1,1,0,80,14.336
1,1,0,80,7.309
1,1,0,80,7.040
1,1,0,80,7.701
1,1,0,80,6.980
