subtask_id,period_ms,core,priority,latency_us
1,1,0,90,2.222
1,1,0,90,494.881
1,1,0,90,1390.964
1,1,0,90,1970.881
1,1,0,90,3146.925
1,1,0,90,3698.528
1,1,0,90,4842.350
1,1,0,90,5422.101
1,1,0,90,6490.572
1,1,0,90,7110.249
1,1,0,90,7935.962
1,1,0,90,8460.713
1,1,0,90,10167.902
1,1,0,90,10660.913
1,1,0,90,11422.182
1,1,0,90,12046.099
1,1,0,90,13154.866
1,1,0,90,13648.302
1,1,0,90,14659.847
1,1,0,90,15186.358
1,1,0,90,16270.736
1,1,0,90,16849.783
1,1,0,90,17823.532
1,1,0,90,18329.117
1,1,0,90,20122.065
1,1,0,90,20632.002
1,1,0,90,21408.641
1,1,0,90,22122.817
1,1,0,90,23165.491
1,1,0,90,23646.465
1,1,0,90,24771.621
1,1,0,90,25293.279
1,1,0,90,26407.953
1,1,0,90,27007.538
1,1,0,90,27883.824
1,1,0,90,28424.409
1,1,0,90,29846.044
1,1,0,90,29855.335
1,1,0,90,30036.125
1,1,0,90,30130.305
1,1,0,90,30531.427
1,1,0,90,30554.903
1,1,0,90,30952.599
1,1,0,90,31017.149
1,1,0,90,31388.642
1,1,0,90,31459.026
1,1,0,90,31672.075
1,1,0,90,31680.014
1,1,0,90,32525.393
1,1,0,90,32682.702
1,1,0,90,32974.288
1,1,0,90,33161.411
1,1,0,90,33635.144
1,1,0,90,33737.731
1,1,0,90,34250.945
1,1,0,90,34402.902
1,1,0,90,34758.062
1,1,0,90,34918.037
1,1,0,90,35246.160
1,1,0,90,35342.821
1,1,0,90,35993.849
1,1,0,90,36275.954
1,1,0,90,36502.299
1,1,0,90,36709.071
1,1,0,90,37155.748
1,1,0,90,37281.076
1,1,0,90,37822.975
1,1,0,90,37980.247
1,1,0,90,38308.906
1,1,0,90,38497.900
1,1,0,90,38840.819
1,1,0,90,38944.610
1,1,0,90,39575.305
1,1,0,90,39814.354
1,1,0,90,40058.903
1,1,0,90,40225.841
1,1,0,90,40671.278
1,1,0,90,40767.754
1,1,0,90,41273.301
1,1,0,90,41413.814
1,1,0,90,41742.289
1,1,0,90,41933.245
1,1,0,90,42291.071
1,1,0,90,42381.344
1,1,0,90,43017.131
1,1,0,90,43322.662
1,1,0,90,43538.433
1,1,0,90,43728.630
1,1,0,90,44176.234
1,1,0,90,44289.673
1,1,0,90,44839.998
1,1,0,90,45002.084
1,1,0,90,45354.911
1,1,0,90,45539.164
1,1,0,90,45863.046
1,1,0,90,45951.021
1,1,0,90,46625.698
