subtask_id,period_ms,core,priority,latency_us
1,1,0,90,1.185
1,1,0,90,267.363
1,1,0,90,612.986
1,1,0,90,967.849
1,1,0,90,1310.767
1,1,0,90,1623.056
1,1,0,90,1952.512
1,1,0,90,2306.023
1,1,0,90,2619.220
1,1,0,90,3009.546
1,1,0,90,3331.816
1,1,0,90,3641.013
1,1,0,90,3996.931
1,1,0,90,4323.757
1,1,0,90,4674.787
1,1,0,90,5067.983
1,1,0,90,5403.476
1,1,0,90,5721.950
1,1,0,90,6045.610
1,1,0,90,6368.677
1,1,0,90,6677.725
1,1,0,90,7003.366
1,1,0,90,7322.562
1,1,0,90,7690.555
1,1,0,90,8073.307
1,1,0,90,8426.170
1,1,0,90,8749.533
1,1,0,90,9090.340
1,1,0,90,9448.370
1,1,0,90,9735.715
1,1,0,90,10073.763
1,1,0,90,10396.460
1,1,0,90,10705.267
1,1,0,90,11071.704
1,1,0,90,11410.160
1,1,0,90,11734.320
1,1,0,90,12053.220
1,1,0,90,12415.638
1,1,0,90,12761.149
1,1,0,90,13118.994
1,1,0,90,13454.209
1,1,0,90,13828.238
1,1,0,90,14143.824
1,1,0,90,14466.854
1,1,0,90,14769.273
1,1,0,90,15099.802
1,1,0,90,15431.054
1,1,0,90,15795.621
1,1,0,90,16136.817
1,1,0,90,16463.718
1,1,0,90,16821.025
1,1,0,90,17185.036
1,1,0,90,17552.566
1,1,0,90,17881.003
1,1,0,90,18193.088
1,1,0,90,18523.655
1,1,0,90,18852.074
1,1,0,90,19179.678
1,1,0,90,19542.596
1,1,0,90,19906.793
1,1,0,90,20261.100
1,1,0,90,20616.278
1,1,0,90,20986.178
1,1,0,90,21339.022
1,1,0,90,21709.626
1,1,0,90,22000.378
1,1,0,90,22315.316
1,1,0,90,22663.530
1,1,0,90,22971.412
1,1,0,90,23292.812
1,1,0,90,23662.490
1,1,0,90,24005.761
1,1,0,90,24321.198
1,1,0,90,24681.635
1,1,0,90,25027.276
1,1,0,90,25381.268
1,1,0,90,25756.502
1,1,0,90,26068.476
1,1,0,90,26382.080
1,1,0,90,26710.147
1,1,0,90,27026.529
1,1,0,90,27320.873
1,1,0,90,27661.662
1,1,0,90,28002.007
1,1,0,90,28337.129
1,1,0,90,28686.140
1,1,0,90,29050.485
1,1,0,90,29402.144
1,1,0,90,29769.711
1,1,0,90,30081.259
1,1,0,90,30432.567
1,1,0,90,30767.726
1,1,0,90,31081.256
1,1,0,90,31392.823
1,1,0,90,31742.038
1,1,0,90,32090.567
1,1,0,90,32411.931
1,1,0,90,32761.775
1,1,0,90,33106.990
1,1,0,90,33453.390
1,1,0,90,33794.105
1,1,0,90,34110.153
1,1,0,90,34419.591
1,1,0,90,34762.028
1,1,0,90,35073.632
1,1,0,90,35392.810
1,1,0,90,35719.469
1,1,0,90,35977.425
1,1,0,90,37248.876
1,1,0,90,37000.613
1,1,0,90,37258.624
1,1,0,90,37315.841
1,1,0,90,37558.001
1,1,0,90,37338.034
1,1,0,90,37472.990
1,1,0,90,37286.690
1,1,0,90,37801.922
1,1,0,90,37565.733
1,1,0,90,37650.468
1,1,0,90,37365.964
1,1,0,90,38216.565
1,1,0,90,38022.894
1,1,0,90,38001.240
1,1,0,90,38160.030
1,1,0,90,38367.709
1,1,0,90,38117.020
1,1,0,90,38464.772
1,1,0,90,38247.786
1,1,0,90,38513.927
1,1,0,90,38325.423
1,1,0,90,38522.175
1,1,0,90,38221.542
1,1,0,90,38773.811
1,1,0,90,38518.215
1,1,0,90,38619.949
1,1,0,90,38649.333
1,1,0,90,38784.586
1,1,0,90,38608.489
1,1,0,90,38966.278
1,1,0,90,38728.162
1,1,0,90,39163.488
1,1,0,90,38890.539
1,1,0,90,38846.460
1,1,0,90,38613.456
1,1,0,90,39332.169
1,1,0,90,39137.146
1,1,0,90,39107.252
1,1,0,90,39114.654
1,1,0,90,39410.813
1,1,0,90,39080.273
1,1,0,90,39372.803
1,1,0,90,39193.020
1,1,0,90,39126.330
1,1,0,90,39159.084
1,1,0,90,39291.429
1,1,0,90,38988.963
1,1,0,90,39533.454
1,1,0,90,39290.728
1,1,0,90,39358.815
1,1,0,90,39295.013
1,1,0,90,39534.007
1,1,0,90,39271.484
1,1,0,90,39376.367
